sequence_name,FSIG_a_mean,FSIG_a_var,FSIG_lt_mean,FSIG_lt_var,FSIG_lb_mean,FSIG_lb_var,FSIG_rt_mean,FSIG_rt_var,FSIG_rb_mean,FSIG_rb_var
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_0_125_854x480_HW_Q3_CRF10.bin,7.722353,90.15504,10.54669,105.5389,14.45739,648.2074,13.77003,229.494,20.1776,690.704
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_1000_1125_854x480_HW_Q3_CRF10.bin,19.61149,718.4729,33.71071,1813.255,35.83337,2079.951,22.56425,1324.391,34.08804,2362.826
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_1125_1250_854x480_HW_Q3_CRF10.bin,20.41096,1163.26,39.21486,4549.307,41.46549,2764.144,26.69322,2159.274,25.25395,1534.72
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_1250_1375_854x480_HW_Q3_CRF10.bin,23.23603,839.351,29.23995,1300.005,36.9712,901.4839,36.31127,2048.582,45.68591,1170.608
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_125_250_854x480_HW_Q3_CRF10.bin,4.013315,2.967591,7.744186,14.90816,9.561089,38.0265,7.133636,12.95341,8.730947,33.16341
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_1375_1500_854x480_HW_Q3_CRF10.bin,6.220844,3520.095,5.081577,2475.335,7.559185,4083.899,6.017109,3693.211,7.853058,4191.927
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_1500_1625_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_1625_1750_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_1750_1875_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_1875_2000_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_2000_2125_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_2125_2250_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_2250_2375_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_2375_2500_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_2500_2625_854x480_HW_Q3_CRF10.bin,0.1042937,0.1281509,0,0,0.2428766,0.6974351,0,0,0.2915095,0.9994702
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_250_375_854x480_HW_Q3_CRF10.bin,18.41717,734.4404,25.7595,649.7095,35.28069,1500.777,29.71274,2326.815,33.01009,1295.941
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_2625_2750_854x480_HW_Q3_CRF10.bin,18.41717,734.4404,25.7595,649.7095,35.28069,1500.777,29.71274,2326.815,33.01009,1295.941
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_2750_2875_854x480_HW_Q3_CRF10.bin,18.41717,734.4404,25.7595,649.7095,35.28069,1500.777,29.71274,2326.815,33.01009,1295.941
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_2875_3000_854x480_HW_Q3_CRF10.bin,18.41717,734.4404,25.7595,649.7095,35.28069,1500.777,29.71274,2326.815,33.01009,1295.941
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_375_500_854x480_HW_Q3_CRF10.bin,13.23368,302.5452,23.30039,815.7559,31.93706,815.0016,18.38732,271.2434,25.46426,863.4636
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_500_625_854x480_HW_Q3_CRF10.bin,9.877239,179.2791,12.91219,206.3701,21.69399,506.1609,11.37076,175.1664,22.03223,823.7634
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_625_750_854x480_HW_Q3_CRF10.bin,16.59778,584.1591,18.79807,445.3634,31.25304,1607.202,20.33429,731.2342,37.08277,1854.49
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_750_875_854x480_HW_Q3_CRF10.bin,13.67098,551.8199,25.44974,1041.183,25.56066,1217.364,17.92646,637.9888,23.99752,1565.26
China_Anne_McClain_Thomas_Doherty_Dylan_Playfair_-_Whats_My_Name_(From_Descendants_2)_001_875_1000_854x480_HW_Q3_CRF10.bin,22.6222,979.1982,31.94813,1324.674,42.13261,2648.118,27.41405,1895.733,45.02203,2146.386
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_0_125_854x480_HW_Q3_CRF10.bin,36.53442,4013.574,40.57906,11886.76,80.58383,18705.45,20.75176,1518.504,67.33334,11209.53
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_1000_1125_854x480_HW_Q3_CRF10.bin,28.90807,15688.87,44.20834,28158.29,30.01572,18006.3,42.79142,30584.53,31.97429,20357.82
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_1125_1250_854x480_HW_Q3_CRF10.bin,87.96379,42278.32,90.21812,41948.98,87.73373,28445.35,117.5388,85777.39,117.2216,64807.93
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_1250_1375_854x480_HW_Q3_CRF10.bin,28.42095,9332.292,27.15438,6037.978,36.52689,16471.17,36.5797,12518.76,38.98865,11511.77
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_125_250_854x480_HW_Q3_CRF10.bin,119.0306,47762.24,133.9305,67975.79,175.0236,97459.05,106.9789,40652.95,133.5139,63954.74
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_1375_1500_854x480_HW_Q3_CRF10.bin,11.4752,1434.554,20.59531,2071.284,18.83827,2930.445,21.34025,5924.869,13.53478,3008.088
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_1500_1625_854x480_HW_Q3_CRF10.bin,11.57835,2504.4,11.41215,1604.738,16.89427,7044.177,16.59377,973.1817,20.78005,4117.624
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_1625_1750_854x480_HW_Q3_CRF10.bin,35.01373,19381.04,57.52869,66394.84,31.42,15616.23,51.20085,28290.9,38.84555,11060.38
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_1750_1875_854x480_HW_Q3_CRF10.bin,32.95771,12708.29,45.84279,32282.04,53.87897,55602.3,47.18807,23930.54,45.66047,19856.51
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_1875_2000_854x480_HW_Q3_CRF10.bin,99.90939,32072.99,111.1204,46267.23,138.8371,51228.52,145.11,70066.71,144.4091,55889.74
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_2000_2125_854x480_HW_Q3_CRF10.bin,125.1681,87353.46,125.2667,88893.34,172.9093,180640,137.2837,108341.6,151.7131,114270.9
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_2125_2250_854x480_HW_Q3_CRF10.bin,38.53083,5516.183,42.31775,11644.81,51.83921,10018.21,51.17094,8989.288,58.6436,9587.58
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_2250_2375_854x480_HW_Q3_CRF10.bin,60.77268,19315.87,57.7217,15906.5,92.51981,49522.38,58.67908,10747.88,88.26058,57483.72
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_2375_2500_854x480_HW_Q3_CRF10.bin,94.13434,39359.58,102.4361,41560.19,104.9569,51349.39,103.2814,44155.6,97.25702,49100.52
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_2500_2625_854x480_HW_Q3_CRF10.bin,59.98898,26222.95,70.97511,40458.62,67.09637,37955.93,82.36182,45659.5,62.02914,29285.88
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_250_375_854x480_HW_Q3_CRF10.bin,128.1763,73518.73,180.4733,176228.9,171.2509,127338,115.5621,46723.16,138.2061,82329.17
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_2625_2750_854x480_HW_Q3_CRF10.bin,63.16095,31825.04,93.11235,57380.49,74.14597,33646.34,68.71666,48914.64,57.62527,34368.91
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_2750_2875_854x480_HW_Q3_CRF10.bin,38.19454,18478.56,48.86396,29892.19,64.33244,51858.48,24.09849,4930.585,42.8024,18435.09
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_2875_3000_854x480_HW_Q3_CRF10.bin,57.7988,32337.11,73.48296,46610.98,72.18842,53726.03,68.63863,38945.43,67.3838,33984.78
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_375_500_854x480_HW_Q3_CRF10.bin,69.97581,53617.3,75.18726,51982.54,78.0666,40886.24,86.27464,66818.38,95.06124,92760.02
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_500_625_854x480_HW_Q3_CRF10.bin,8.104362,65.98227,5.859571,143.2647,3.900608,50.78291,24.87458,681.3896,16.7547,409.8022
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_625_750_854x480_HW_Q3_CRF10.bin,14.4793,721.3463,33.47185,4323.133,12.74028,559.6293,32.28731,1617.848,17.31099,641.529
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_750_875_854x480_HW_Q3_CRF10.bin,123.1332,39050.7,101.3223,27569.84,164.6298,87821.55,117.9002,33503.27,169.6873,70481.46
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_000_875_1000_854x480_HW_Q3_CRF10.bin,42.75674,7054.613,40.27501,3868.939,54.80711,20535.9,52.29224,8377.188,71.91076,21412.72
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_0_125_854x480_HW_Q3_CRF10.bin,56.34095,17932.33,62.03548,36336.87,63.16539,22217.01,85.36929,39494.66,80.95504,40478.62
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_1000_1125_854x480_HW_Q3_CRF10.bin,128.3795,40449.43,140.4384,45769.06,130.9021,42200.1,160.9959,58251.52,139.9154,42558.59
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_1125_1250_854x480_HW_Q3_CRF10.bin,66.14279,14038.05,73.73683,12678.95,50.26653,7608.716,79.42692,20631.8,79.52392,22591.89
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_1250_1375_854x480_HW_Q3_CRF10.bin,36.30974,6483.979,41.52818,7339.22,27.92148,3694.231,48.14103,9430.023,41.29741,9111.698
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_125_250_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_1375_1500_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_1500_1625_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_1625_1750_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_1750_1875_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_1875_2000_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_2000_2125_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_2125_2250_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_2250_2375_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_2375_2500_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_2500_2625_854x480_HW_Q3_CRF10.bin,98.28156,38613.76,100.3671,43139.75,78.392,37517.49,149.44,68692,116.7061,84904.87
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_250_375_854x480_HW_Q3_CRF10.bin,162.8279,93040.99,198.8811,90084.45,165.0619,102961.3,169.3144,78623.15,227.3424,231090.6
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_2625_2750_854x480_HW_Q3_CRF10.bin,162.8279,93040.99,198.8811,90084.45,165.0619,102961.3,169.3144,78623.15,227.3424,231090.6
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_2750_2875_854x480_HW_Q3_CRF10.bin,162.8279,93040.99,198.8811,90084.45,165.0619,102961.3,169.3144,78623.15,227.3424,231090.6
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_2875_3000_854x480_HW_Q3_CRF10.bin,162.8279,93040.99,198.8811,90084.45,165.0619,102961.3,169.3144,78623.15,227.3424,231090.6
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_375_500_854x480_HW_Q3_CRF10.bin,94.57745,46823.51,127.9036,59380.11,126.0522,93604.05,102.7182,32825.14,119.5705,53634.04
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_500_625_854x480_HW_Q3_CRF10.bin,57.48817,25807.67,48.22237,12095.34,91.3052,40644.76,50.89217,25997.81,63.4778,37803.65
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_625_750_854x480_HW_Q3_CRF10.bin,33.24914,4578.897,38.96445,7509.88,48.27771,9502.285,42.15622,7238.697,56.63243,9652.403
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_750_875_854x480_HW_Q3_CRF10.bin,60.07891,20700.48,75.26475,38130.7,59.03127,16584.16,74.80427,25705.12,69.92202,21938.28
Chris_Brown_-_We_On_(Music_Video)_ft_Nicki_Minaj_001_875_1000_854x480_HW_Q3_CRF10.bin,63.27538,62541.55,78.15826,91430.26,60.86617,60281.62,76.56277,72339.69,72.31551,55388.02
Ciara_-_I_Bet_000_0_125_854x480_HW_Q3_CRF10.bin,58.61882,26286.46,59.27729,23992.69,77.66814,43596.78,48.00441,20414.65,64.27832,26797.62
Ciara_-_I_Bet_000_1000_1125_854x480_HW_Q3_CRF10.bin,32.68079,26340.94,45.57305,53784.54,36.95161,34931.96,36.15798,20714.52,24.51497,5463.885
Ciara_-_I_Bet_000_1125_1250_854x480_HW_Q3_CRF10.bin,11.6694,1164.621,12.14056,642.2504,10.61149,905.4485,25.37727,1753.171,25.20326,4720.199
Ciara_-_I_Bet_000_1250_1375_854x480_HW_Q3_CRF10.bin,30.94718,8205.416,59.34472,15113.58,44.72863,6172.982,34.05858,15235.9,42.02476,10489.43
Ciara_-_I_Bet_000_125_250_854x480_HW_Q3_CRF10.bin,26.15809,19092.75,28.22906,25880.81,36.55132,41770.39,19.01638,6386.716,24.10583,7331.035
Ciara_-_I_Bet_000_1375_1500_854x480_HW_Q3_CRF10.bin,43.69316,51404.5,33.43116,28927.49,38.51805,27296.91,52.1582,72898.15,56.40394,83284.72
Ciara_-_I_Bet_000_1500_1625_854x480_HW_Q3_CRF10.bin,6.973707,3914.346,10.71391,5527.197,12.52367,10018.12,11.18177,4496.454,7.02203,2554.288
Ciara_-_I_Bet_000_1625_1750_854x480_HW_Q3_CRF10.bin,11.51116,1292.407,12.95999,2428.311,13.62591,2492.526,17.90948,2896.269,11.70653,757.8262
Ciara_-_I_Bet_000_1750_1875_854x480_HW_Q3_CRF10.bin,22.73517,21789.18,25.96274,24357.19,21.52779,19479.93,34.78075,30408.79,20.86006,16680.99
Ciara_-_I_Bet_000_1875_2000_854x480_HW_Q3_CRF10.bin,16.25902,1822.016,16.67448,1735.866,28.95376,3784.804,25.12931,1793.869,28.39574,3743.082
Ciara_-_I_Bet_000_2000_2125_854x480_HW_Q3_CRF10.bin,24.82498,12172.05,30.45737,17370.13,25.73598,10962.65,34.94306,22255.83,33.71212,18341.05
Ciara_-_I_Bet_000_2125_2250_854x480_HW_Q3_CRF10.bin,28.36617,21069.73,27.77929,25309.93,32.988,16180.95,42.05067,39847.29,43.74242,25250.07
Ciara_-_I_Bet_000_2250_2375_854x480_HW_Q3_CRF10.bin,43.56954,13813.88,50.86844,23465.49,73.65833,19723.52,36.43344,15945.59,66.5028,20656.73
Ciara_-_I_Bet_000_2375_2500_854x480_HW_Q3_CRF10.bin,78.06904,6721.551,115.486,16002.09,119.653,16864.82,94.04784,6969.566,99.88911,14693
Ciara_-_I_Bet_000_2500_2625_854x480_HW_Q3_CRF10.bin,21.68272,36141.9,22.93498,46374.35,28.68303,25977.21,19.92527,43741.79,20.71067,31365.17
Ciara_-_I_Bet_000_250_375_854x480_HW_Q3_CRF10.bin,22.95855,10117.9,31.59716,6831.469,31.4969,10396.54,24.92621,14210.3,34.20995,18671.99
Ciara_-_I_Bet_000_2625_2750_854x480_HW_Q3_CRF10.bin,23.508,23782.79,34.59688,34469.09,31.44723,21587.66,28.1743,28928.25,28.76003,18501.12
Ciara_-_I_Bet_000_2750_2875_854x480_HW_Q3_CRF10.bin,35.25579,2443.433,55.07298,9201.1,70.45717,6610.291,34.01224,4985.486,33.92147,2639.297
Ciara_-_I_Bet_000_2875_3000_854x480_HW_Q3_CRF10.bin,26.98604,2383.23,45.82622,9196.447,53.11845,7878.805,22.958,6162.303,25.08673,1179.979
Ciara_-_I_Bet_000_375_500_854x480_HW_Q3_CRF10.bin,1.938225,18.88541,4.107946,71.93908,4.573063,199.7336,6.223178,361.5534,6.08458,243.8407
Ciara_-_I_Bet_000_500_625_854x480_HW_Q3_CRF10.bin,19.71008,96.6849,22.90761,283.1011,20.64206,168.4431,31.07471,348.2852,27.65622,391.1703
Ciara_-_I_Bet_000_625_750_854x480_HW_Q3_CRF10.bin,13.59826,56.37883,19.17475,90.16908,20.10625,67.31506,16.81103,90.17072,15.03016,60.52148
Ciara_-_I_Bet_000_750_875_854x480_HW_Q3_CRF10.bin,18.63292,4045.86,21.05933,6500.142,32.03791,4231.321,23.02048,7193.765,29.35472,6788.935
Ciara_-_I_Bet_000_875_1000_854x480_HW_Q3_CRF10.bin,28.18795,21304.46,18.9772,6677.702,29.01204,13772.49,35.97325,30643.65,37.64042,42040.23
Ciara_-_I_Bet_001_0_125_854x480_HW_Q3_CRF10.bin,39.84629,41179.62,46.52493,58009.54,49.42355,38473.91,50.71483,58316.79,47.74087,42681.27
Ciara_-_I_Bet_001_1000_1125_854x480_HW_Q3_CRF10.bin,21.41496,12636.79,29.90968,29428.04,31.94846,19218.28,30.53832,29587.56,35.56287,30882.15
Ciara_-_I_Bet_001_1125_1250_854x480_HW_Q3_CRF10.bin,34.93615,22209.47,55.03991,39180.96,50.26617,39627.88,45.71678,30309.47,43.91227,35906.76
Ciara_-_I_Bet_001_1250_1375_854x480_HW_Q3_CRF10.bin,33.89762,46612.62,38.24945,49438.88,45.81501,52232.42,33.57846,48657.93,37.9779,55324.8
Ciara_-_I_Bet_001_125_250_854x480_HW_Q3_CRF10.bin,7.682136,966.993,9.486179,1005.747,9.624141,1067.547,6.626575,476.473,11.56653,4317.524
Ciara_-_I_Bet_001_1375_1500_854x480_HW_Q3_CRF10.bin,27.26198,13656.15,41.46497,29202.41,45.06868,33790.09,42.0924,34127.78,47.84026,36763.59
Ciara_-_I_Bet_001_1500_1625_854x480_HW_Q3_CRF10.bin,20.11826,1816.942,29.55242,7045.428,39.52578,2501.567,23.13324,1448.729,28.56237,2206.708
Ciara_-_I_Bet_001_1625_1750_854x480_HW_Q3_CRF10.bin,43.18316,4429.304,22.27362,2894.302,29.44324,2414.118,72.17423,8574.618,85.46163,13796.45
Ciara_-_I_Bet_001_1750_1875_854x480_HW_Q3_CRF10.bin,40.44744,5556.426,58.23716,8771.665,60.403,8417.37,52.7006,17040.06,51.53974,12645.73
Ciara_-_I_Bet_001_1875_2000_854x480_HW_Q3_CRF10.bin,15.68662,1009.891,33.58146,4314.368,30.61586,2523.939,19.51312,1659.082,26.64392,2382.406
Ciara_-_I_Bet_001_2000_2125_854x480_HW_Q3_CRF10.bin,28.40166,1372.617,54.04088,3457.689,60.75184,3286.002,19.42293,1235.098,30.30897,1073.066
Ciara_-_I_Bet_001_2125_2250_854x480_HW_Q3_CRF10.bin,20.15824,9580.584,36.80022,31624.19,34.18035,21219.64,7.809605,931.3569,17.35774,6103.415
Ciara_-_I_Bet_001_2250_2375_854x480_HW_Q3_CRF10.bin,37.71571,54606.4,49.05561,86238.39,43.23025,63809.18,44.14893,71621.88,39.53847,51146.52
Ciara_-_I_Bet_001_2375_2500_854x480_HW_Q3_CRF10.bin,65.10077,29842.24,87.33481,47062.84,91.51456,35467.14,76.60165,35906.14,77.1935,34340.31
Ciara_-_I_Bet_001_2500_2625_854x480_HW_Q3_CRF10.bin,35.65397,22648.1,48.20146,32473.12,37.09405,22681.98,49.80896,24843.91,34.06169,15248.23
Ciara_-_I_Bet_001_250_375_854x480_HW_Q3_CRF10.bin,18.86086,27937.43,20.06137,22933.61,21.29017,28517.37,23.16151,41410,22.06671,24825.85
Ciara_-_I_Bet_001_2625_2750_854x480_HW_Q3_CRF10.bin,44.3167,8454.749,63.48516,13339.98,46.23128,8361.67,63.34883,15180.8,64.10902,17478.92
Ciara_-_I_Bet_001_2750_2875_854x480_HW_Q3_CRF10.bin,7.40575,581.4922,10.42887,495.8362,11.12483,1853.029,10.67155,2408.583,6.014586,157.1352
Ciara_-_I_Bet_001_2875_3000_854x480_HW_Q3_CRF10.bin,7.40575,581.4922,10.42887,495.8362,11.12483,1853.029,10.67155,2408.583,6.014586,157.1352
Ciara_-_I_Bet_001_375_500_854x480_HW_Q3_CRF10.bin,10.052,1037.957,22.98645,6240.707,17.89471,714.885,15.66586,3193.364,8.705208,223.0502
Ciara_-_I_Bet_001_500_625_854x480_HW_Q3_CRF10.bin,20.83528,6377.481,27.02239,11205.55,25.95034,5897.422,33.82482,11980.39,28.78068,3540.838
Ciara_-_I_Bet_001_625_750_854x480_HW_Q3_CRF10.bin,34.3741,33485.69,34.84184,25980.6,45.09066,40621.05,32.09787,28919.45,38.8828,41991.27
Ciara_-_I_Bet_001_750_875_854x480_HW_Q3_CRF10.bin,43.55648,3773.557,76.45879,8552.342,63.30288,5687.038,67.94805,10740.36,59.18682,6219.729
Ciara_-_I_Bet_001_875_1000_854x480_HW_Q3_CRF10.bin,22.50437,7623.622,31.97203,15519.26,34.98462,16539.7,30.65676,10150.92,30.99521,15169.91
Ciara_-_I_Bet_002_0_125_854x480_HW_Q3_CRF10.bin,20.93224,7092.284,31.5084,8688.134,22.6421,3201.52,35.83128,25198.41,29.63257,6275.373
Ciara_-_I_Bet_002_1000_1125_854x480_HW_Q3_CRF10.bin,30.34192,30158.24,27.38322,6534.828,26.87344,10749.25,35.01094,57115.77,38.93705,52120.84
Ciara_-_I_Bet_002_1125_1250_854x480_HW_Q3_CRF10.bin,5.771094,438.7225,14.88039,868.6212,11.38756,1006.971,10.1593,1796.563,9.533401,1038.081
Ciara_-_I_Bet_002_1250_1375_854x480_HW_Q3_CRF10.bin,30.85925,17134.44,38.52122,15029.58,42.26366,17593.4,42.47433,25442.97,38.4683,19881.37
Ciara_-_I_Bet_002_125_250_854x480_HW_Q3_CRF10.bin,17.71088,8329.159,16.9338,5011.424,24.02039,19689.4,26.97473,12404.27,27.21094,8161.888
Ciara_-_I_Bet_002_1375_1500_854x480_HW_Q3_CRF10.bin,32.51641,14700.83,43.11388,17911.09,41.56628,16332.31,42.01281,14780.31,39.82921,19980.24
Ciara_-_I_Bet_002_1500_1625_854x480_HW_Q3_CRF10.bin,38.41598,14517.93,41.98773,17741.37,46.23354,16060.28,42.65678,14577.01,45.16503,19650.21
Ciara_-_I_Bet_002_1625_1750_854x480_HW_Q3_CRF10.bin,38.41598,14517.93,41.98773,17741.37,46.23354,16060.28,42.65678,14577.01,45.16503,19650.21
Ciara_-_I_Bet_002_1750_1875_854x480_HW_Q3_CRF10.bin,38.41598,14517.93,41.98773,17741.37,46.23354,16060.28,42.65678,14577.01,45.16503,19650.21
Ciara_-_I_Bet_002_1875_2000_854x480_HW_Q3_CRF10.bin,38.41598,14517.93,41.98773,17741.37,46.23354,16060.28,42.65678,14577.01,45.16503,19650.21
Ciara_-_I_Bet_002_2000_2125_854x480_HW_Q3_CRF10.bin,38.41598,14517.93,41.98773,17741.37,46.23354,16060.28,42.65678,14577.01,45.16503,19650.21
Ciara_-_I_Bet_002_2125_2250_854x480_HW_Q3_CRF10.bin,38.41598,14517.93,41.98773,17741.37,46.23354,16060.28,42.65678,14577.01,45.16503,19650.21
Ciara_-_I_Bet_002_2250_2375_854x480_HW_Q3_CRF10.bin,38.41598,14517.93,41.98773,17741.37,46.23354,16060.28,42.65678,14577.01,45.16503,19650.21
Ciara_-_I_Bet_002_2375_2500_854x480_HW_Q3_CRF10.bin,38.41598,14517.93,41.98773,17741.37,46.23354,16060.28,42.65678,14577.01,45.16503,19650.21
